Imagen,MSE,PSNR
265,0.001985615,75.15185343302235
90,0.0019961502,75.12887141367823
37,0.0019999256,75.12066539522499
1,0.0020020187,75.11612197694858
341,0.0020028944,75.1142231403371
364,0.002004275,75.11123038699066
162,0.0020140563,75.09008786393433
319,0.0020158673,75.0861844957833
147,0.00201619,75.08548906581768
7,0.0020300485,75.05573938775102
356,0.0020306055,75.05454804200238
48,0.002035425,75.04425211808095
127,0.0020465492,75.02058129976228
202,0.0020486778,75.01606704316976
36,0.0020578215,74.99672658295937
38,0.002075077,74.9604613250559
188,0.0020761043,74.95831214645696
378,0.0020776514,74.95507659737257
245,0.0020778072,74.95475147606885
177,0.0020838042,74.94223433546816
264,0.0020838291,74.94218259057062
125,0.0020886825,74.9320791056418
113,0.0020943717,74.92026623946201
132,0.002105101,74.89807428418793
257,0.002105552,74.89714412023864
106,0.0021057213,74.89679507001017
150,0.0021075401,74.89304525154851
305,0.0021203929,74.86664007694314
398,0.002122421,74.86248814782797
169,0.002123334,74.86062077812826
160,0.002129415,74.84820059464775
54,0.0021362668,74.83424873405242
42,0.0021415858,74.82344904045219
294,0.0021469449,74.81259501930425
93,0.002147525,74.81142119697567
65,0.0021495805,74.80726626083975
5,0.002160274,74.78571512997112
70,0.002164756,74.77671404286062
34,0.0021655804,74.77506040480316
384,0.002174647,74.75691611361401
373,0.0021846697,74.73694582907999
235,0.0021895934,74.7271687306956
349,0.0021963948,74.71369975406675
61,0.0022064568,74.69384913653772
323,0.0022069085,74.69296056131212
52,0.0022126723,74.68163265322235
303,0.002214834,74.67739150162896
51,0.0022165633,74.6740018576819
243,0.002222544,74.66229985019326
206,0.0022271285,74.65335095169429
387,0.0022317164,74.64441331840916
252,0.0022350785,74.6378759361612
219,0.0022360408,74.63600627891313
148,0.0022389952,74.63027184358421
31,0.0022415016,74.62541322637094
361,0.0022615793,74.58668536490224
238,0.0022656783,74.5788213844102
370,0.0022682382,74.57391671883832
261,0.0022735195,74.56381641296042
58,0.0022787729,74.55379291039053
253,0.0022838628,74.54410324526853
71,0.0022894973,74.53340251052003
258,0.0023132106,74.48865180671974
63,0.002315347,74.48464234824627
92,0.0023198074,74.47628433244611
13,0.0023267346,74.46333538662438
381,0.0023360378,74.44600481070712
149,0.0023423636,74.43426078620124
385,0.0023499252,74.42026284286214
199,0.0023582336,74.40493535913566
372,0.002376184,74.37200251032523
391,0.0023792188,74.36645959461286
25,0.0023797587,74.36547454284494
151,0.0023805057,74.36411157463426
72,0.0023822144,74.36099512745015
380,0.0023964571,74.33510690423836
100,0.0024014437,74.32607927906265
320,0.0024037645,74.32188411563968
365,0.002411811,74.30737082536984
339,0.0024128626,74.30547742604831
161,0.0024138137,74.30376621141697
203,0.002418674,74.29503030864517
116,0.002420336,74.29204706673508
355,0.0024315235,74.27201912810786
8,0.0024316644,74.2717671515556
229,0.0024399967,74.25691149328807
397,0.0024423373,74.25274697733072
118,0.0024439876,74.24981356439139
170,0.0024467758,74.24486154606542
29,0.0024611026,74.21950644994828
282,0.0024635016,74.21527507455752
187,0.0024712116,74.20170411683928
144,0.0024790068,74.18802630149764
156,0.0024830557,74.18093896393731
225,0.0024901517,74.16854580672064
399,0.0024916446,74.1659427597183
221,0.0024986803,74.1536965448185
142,0.0025000214,74.1513665051029
236,0.0025076433,74.13814630896005
60,0.0025132024,74.12852898743179
212,0.0025153125,74.12488426664109
327,0.0025199223,74.11693223786207
362,0.0025255932,74.10716967022685
306,0.0025273594,74.10413374809897
136,0.0025297233,74.10007334845857
315,0.0025310607,74.09777822854144
165,0.002531482,74.09705533990432
168,0.002531589,74.0968714116496
56,0.0025341948,74.09240366609082
9,0.0025424792,74.07822934201346
95,0.002548268,74.06835246853281
284,0.0025522197,74.06162338921543
392,0.0025566225,74.054137313734
324,0.0025577378,74.0522432897541
301,0.0025619091,74.04516611146022
274,0.00256863,74.033787952733
390,0.002569186,74.03284821219447
194,0.0025725705,74.02713088227395
204,0.0025726792,74.02694715286135
145,0.0025741605,74.02444741554109
107,0.0025742333,74.0243243289198
216,0.0025764364,74.02060959190774
195,0.002586896,74.00301392846116
122,0.0025900872,73.99765951890903
347,0.002594564,73.99015973886834
173,0.0025987376,73.98317928052549
89,0.0026091202,73.9658625451998
318,0.0026110942,73.96257798087922
105,0.0026156507,73.95500592283342
101,0.0026180367,73.95104624473375
326,0.0026319777,73.92798129727944
15,0.0026337896,73.92499285199844
345,0.0026484407,73.90090090935156
214,0.0026692576,73.86689862954996
22,0.0026697558,73.86608824118723
4,0.002674689,73.858070474284
335,0.002674703,73.8580479505853
14,0.002674907,73.8577169840807
321,0.002675387,73.85693747953576
357,0.002677827,73.85297847633295
369,0.0026881811,73.83621806137911
263,0.0026981647,73.8201190631793
338,0.002698461,73.81964191085702
176,0.0027014522,73.81483074019515
287,0.0027091287,73.80250734954606
123,0.0027282385,73.77198050801236
297,0.0027343156,73.7623175274306
43,0.002734566,73.76191964830925
328,0.0027649968,73.71385738175695
157,0.0027766852,73.69553723216359
234,0.0027853192,73.68205372525469
296,0.0027874578,73.67872089692789
267,0.002791007,73.6731945433959
186,0.0027917284,73.67207193477097
185,0.0028062668,73.64951396491554
10,0.0028081872,73.64654285642139
135,0.0028083674,73.64626442434084
232,0.0028274045,73.61692404619366
174,0.0028279442,73.6160952708193
376,0.0028360635,73.60364395553832
239,0.002862155,73.56387245670602
179,0.0028638297,73.56133196934528
146,0.002864835,73.55980718716258
88,0.0028651939,73.5592637232484
59,0.0028759595,73.54297620085988
109,0.0028969822,73.51134552299044
181,0.0029094939,73.49262885552693
292,0.002910915,73.49050853215908
302,0.0029169975,73.48144286684204
222,0.0029434734,73.44220247994751
333,0.0029543121,73.42623994909101
217,0.0029867617,73.3787975970134
270,0.0030038808,73.35397675083361
314,0.0030102283,73.344809415991
205,0.003019427,73.33155820397452
110,0.0030513923,73.28582310661831
251,0.0030718655,73.25678131788189
124,0.0030760125,73.25092240167402
277,0.0030801282,73.2451158260917
82,0.0030807378,73.2442564840902
32,0.003082115,73.24231540702677
20,0.003082449,73.24184448434781
208,0.0030838146,73.23992084388091
154,0.0030964124,73.22221551658022
300,0.0030991875,73.21832503207193
226,0.0031046285,73.21070724233206
73,0.0031075997,73.20655315720624
117,0.0031290273,73.17671034703145
242,0.0031300327,73.17531464665954
312,0.0031346176,73.1689578797774
218,0.0031470547,73.15176041931556
196,0.0031595333,73.13457449075378
286,0.003184698,73.10012082826337
248,0.0031916092,73.09070649422301
240,0.0031916797,73.09061084451413
85,0.0032085928,73.06765733149757
268,0.0032099988,73.0657547460014
12,0.0032224772,73.04890499322923
354,0.0032337494,73.03374011704453
316,0.003246365,73.01683019480068
227,0.0032510902,73.0105134124009
129,0.0032943785,72.95306871078292
293,0.003319589,72.91996075353762
343,0.0033220309,72.91676692185246
280,0.003331269,72.90470687723607
164,0.0033320263,72.9037191186768
298,0.0033341546,72.90094648306835
308,0.0033553545,72.87341951880724
33,0.0033727468,72.8509663682793
155,0.003374085,72.84924323286893
351,0.0034237725,72.78575455460651
281,0.0034452686,72.75857258599305
39,0.003472457,72.72443467534497
334,0.003476981,72.71878017807433
348,0.003496109,72.69495385592032
304,0.0034976332,72.69306114109445
191,0.0035030316,72.68636307296937
307,0.0035515907,72.62657454933549
121,0.0035665233,72.6083531382604
350,0.0035697618,72.60441123711834
78,0.003582226,72.58927346616035
360,0.0036065525,72.55988123391423
289,0.0036189337,72.54499722651964
44,0.003620173,72.54351012003737
377,0.0036507624,72.5069681485128
111,0.0036530064,72.50429948406045
330,0.00366146,72.49426078668759
64,0.0036846672,72.46682092105227
103,0.0036922188,72.45792925183494
220,0.0036971667,72.45211348811411
210,0.0036978838,72.45127112415338
11,0.0037168018,72.42910955379574
30,0.0037316899,72.41174804969008
189,0.003738985,72.40326656060174
224,0.0037666159,72.37129042357516
375,0.0037752967,72.3612925487616
152,0.0037984517,72.33473772562525
104,0.0038486924,72.27767173794027
207,0.0038688912,72.25493835997504
309,0.0038749152,72.24818134172426
291,0.0039357315,72.18054899780348
290,0.003945316,72.16998509722012
96,0.0039467006,72.16846141787641
190,0.003963335,72.1501960275623
138,0.003969198,72.14377573898946
317,0.0039920155,72.11888141713351
209,0.004048019,72.05837783848777
198,0.004080577,72.02358798913686
131,0.004133122,71.9680213936458
368,0.0041392166,71.96162165224348
311,0.0041516456,71.94860127196
17,0.0042436686,71.8533893542902
66,0.0042480445,71.84891315556084
262,0.0042920318,71.80417386426713
108,0.004339361,71.75654609818048
159,0.00437326,71.72275031895639
353,0.0043821665,71.7139151904058
86,0.004391146,71.70502458400154
68,0.004424793,71.67187385578353
283,0.0046751993,71.43280207059613
24,0.0047264523,71.38545103222165
256,0.0049070716,71.22257970118366
386,0.0050292835,71.11574231144247
172,0.0057022856,70.57031366848604
